0 hour,1 hour,2 hour,3 hour,4 hour,5 hour,6 hour,7 hour,8 hour,9 hour,10 hour,11 hour,12 hour,13 hour,14 hour,15 hour,16 hour,17 hour,18 hour,19 hour,20 hour,21 hour,22 hour,23 hour
1.5834388732910156,1.7466442584991455,1.777005910873413,1.3093703985214233,1.1722195148468018,1.3028647899627686,1.403086543083191,1.469407081604004,1.5386024713516235,1.7218058109283447,1.7535923719406128,1.147687554359436,1.0350817441940308,1.1437097787857056,1.2604701519012451,1.4167089462280273,1.5746196508407593,1.7310974597930908,1.7562800645828247,1.161621332168579,1.0592553615570068,1.1757876873016357,1.3157305717468262,1.4431896209716797
1.737147569656372,1.7553154230117798,1.7917572259902954,1.3118880987167358,1.1580028533935547,1.2646254301071167,1.3906447887420654,1.510589361190796,1.6442058086395264,1.754712700843811,1.7948399782180786,1.3126890659332275,1.1646584272384644,1.293701171875,1.4380818605422974,1.6019402742385864,1.739212155342102,1.8020212650299072,1.8027336597442627,1.3085960149765015,1.164251685142517,1.2950527667999268,1.426156997680664,1.5890555381774902
1.6999884843826294,1.7984782457351685,1.816558837890625,1.3368653059005737,1.2061530351638794,1.3332114219665527,1.4657055139541626,1.5768574476242065,1.6745378971099854,1.7474727630615234,1.7810276746749878,1.3125413656234741,1.1366181373596191,1.2479995489120483,1.3836857080459595,1.5207048654556274,1.6702150106430054,1.7516626119613647,1.7911626100540161,1.312029480934143,1.146333932876587,1.2710016965866089,1.4154715538024902,1.5649340152740479
1.5604368448257446,1.709890365600586,1.7436901330947876,1.1231367588043213,1.0117518901824951,1.1112556457519531,1.2127220630645752,1.323843240737915,1.4782150983810425,1.715235948562622,1.7494661808013916,1.1475746631622314,1.0341964960098267,1.1524137258529663,1.2745842933654785,1.4363133907318115,1.5873606204986572,1.7372241020202637,1.76115083694458,1.180348515510559,1.0635100603103638,1.1414496898651123,1.2651607990264893,1.41632878780365
1.5388625860214233,1.7368478775024414,1.7908605337142944,1.311484694480896,1.1651142835617065,1.286383032798767,1.3682423830032349,1.4322770833969116,1.496896505355835,1.7056739330291748,1.7449827194213867,1.1182094812393188,1.006872534751892,1.1114617586135864,1.2231003046035767,1.3756670951843262,1.5339099168777466,1.7153666019439697,1.7485040426254272,1.131422758102417,1.0250486135482788,1.1398733854293823,1.2793537378311157,1.4057178497314453
1.7798998355865479,1.7966289520263672,1.7883905172348022,1.3089555501937866,1.1648808717727661,1.3026578426361084,1.4221127033233643,1.5612151622772217,1.7237828969955444,1.7774512767791748,1.789911150932312,1.3099623918533325,1.171635627746582,1.313491940498352,1.4593433141708374,1.6294938325881958,1.793259859085083,1.8008297681808472,1.8145051002502441,1.3168152570724487,1.1813966035842896,1.308731198310852,1.4531899690628052,1.61552095413208
1.7723863124847412,1.799998164176941,1.8118876218795776,1.3082910776138306,1.1763819456100464,1.312430739402771,1.443697452545166,1.589431881904602,1.7433675527572632,1.8109054565429688,1.8169238567352295,1.3180363178253174,1.186462640762329,1.3260936737060547,1.4833087921142578,1.6554007530212402,1.7994049787521362,1.823239803314209,1.8115291595458984,1.3320996761322021,1.1954478025436401,1.3218879699707031,1.4802525043487549,1.644584059715271
1.5815751552581787,1.7465128898620605,1.7777841091156006,1.3092936277389526,1.1716591119766235,1.3024410009384155,1.403027892112732,1.467735767364502,1.536752700805664,1.7214114665985107,1.7531818151474,1.1453458070755005,1.0337629318237305,1.1424305438995361,1.2584508657455444,1.4108384847640991,1.572776436805725,1.7304925918579102,1.7561312913894653,1.160252332687378,1.057582974433899,1.1743255853652954,1.3147598505020142,1.4418506622314453
1.7199383974075317,1.7490938901901245,1.777805209159851,1.3118001222610474,1.1374255418777466,1.2446306943893433,1.3722529411315918,1.473085641860962,1.6320587396621704,1.7490953207015991,1.7896398305892944,1.3125742673873901,1.1601839065551758,1.2764583826065063,1.406960368156433,1.5727684497833252,1.74284029006958,1.781907558441162,1.784744381904602,1.3092494010925293,1.1646690368652344,1.2867649793624878,1.4068223237991333,1.5690042972564697
1.355173945426941,1.6978936195373535,1.7535849809646606,1.1802728176116943,1.0818244218826294,1.1513265371322632,1.180674433708191,1.2074997425079346,1.5275790691375732,1.7963484525680542,1.7644895315170288,1.118863821029663,0.9422213435173035,1.0154614448547363,1.1876639127731323,1.5724159479141235,1.835449457168579,1.8253737688064575,1.8320834636688232,1.3896608352661133,1.2296359539031982,1.1415413618087769,1.3049722909927368,1.3137396574020386
1.6567294597625732,1.7405964136123657,1.766899585723877,1.2530916929244995,1.111277461051941,1.201292872428894,1.318006992340088,1.4381481409072876,1.5967631340026855,1.7426003217697144,1.7735011577606201,1.311593770980835,1.1357097625732422,1.2522461414337158,1.3902446031570435,1.556656002998352,1.6988707780838013,1.7606472969055176,1.7957168817520142,1.3107503652572632,1.1611387729644775,1.2448447942733765,1.3837586641311646,1.5373252630233765
1.4404489994049072,1.7247306108474731,1.7732207775115967,1.311203122138977,1.1396116018295288,1.233642578125,1.2483856678009033,1.2861651182174683,1.608556866645813,1.819588541984558,1.793033480644226,1.173343539237976,0.9983053803443909,1.0778841972351074,1.2572680711746216,1.630883812904358,1.831031322479248,1.8329139947891235,1.831162452697754,1.405724048614502,1.245629906654358,1.2292439937591553,1.3768219947814941,1.391141653060913
1.714859127998352,1.8112231492996216,1.8154540061950684,1.3399885892868042,1.2088383436203003,1.33631432056427,1.4712092876434326,1.5563733577728271,1.6797351837158203,1.750025987625122,1.7863637208938599,1.3125832080841064,1.139947772026062,1.2533310651779175,1.3885533809661865,1.5447375774383545,1.6974140405654907,1.7528778314590454,1.7932957410812378,1.3118870258331299,1.1598612070083618,1.2766369581222534,1.4242852926254272,1.559564471244812
1.7408713102340698,1.8092421293258667,1.8150098323822021,1.349782109260559,1.217240810394287,1.3504737615585327,1.4835841655731201,1.5954711437225342,1.6946616172790527,1.7575604915618896,1.7952301502227783,1.3108396530151367,1.1590843200683594,1.2725456953048706,1.4023127555847168,1.5700132846832275,1.7413088083267212,1.759432077407837,1.7856744527816772,1.3126707077026367,1.165163278579712,1.295833945274353,1.4475114345550537,1.5825518369674683
1.7175514698028564,1.8119113445281982,1.814623475074768,1.340622901916504,1.209383487701416,1.3369520902633667,1.4723645448684692,1.5603163242340088,1.6812012195587158,1.7505748271942139,1.787688970565796,1.3124698400497437,1.140753984451294,1.2543652057647705,1.3901443481445312,1.5437636375427246,1.7032383680343628,1.7536944150924683,1.7935104370117188,1.3121285438537598,1.1596704721450806,1.2777619361877441,1.4260995388031006,1.560502290725708
1.7643522024154663,1.8146685361862183,1.8250123262405396,1.3607256412506104,1.226598858833313,1.3615736961364746,1.4964592456817627,1.6267260313034058,1.7399749755859375,1.7865517139434814,1.7876708507537842,1.309201717376709,1.165191888809204,1.3036807775497437,1.4325097799301147,1.5925027132034302,1.7593446969985962,1.7972427606582642,1.7917503118515015,1.3080613613128662,1.1687602996826172,1.309857726097107,1.4666447639465332,1.6149876117706299
1.6109422445297241,1.7433974742889404,1.8156983852386475,1.3166027069091797,1.1864193677902222,1.312375545501709,1.3820956945419312,1.4427580833435059,1.7564828395843506,1.8170760869979858,1.8179787397384644,1.3077424764633179,1.1606712341308594,1.2420034408569336,1.405580997467041,1.6862798929214478,1.8321683406829834,1.8461045026779175,1.8451112508773804,1.4319322109222412,1.2728750705718994,1.3002530336380005,1.4771835803985596,1.5494078397750854
1.8309099674224854,1.8198726177215576,1.8124796152114868,1.3243730068206787,1.1930991411209106,1.3275811672210693,1.479189395904541,1.6146656274795532,1.7936689853668213,1.8146401643753052,1.7953075170516968,1.3356120586395264,1.2022374868392944,1.3471617698669434,1.5011011362075806,1.6724460124969482,1.8353086709976196,1.8014442920684814,1.8247334957122803,1.3521965742111206,1.2103869915008545,1.3432059288024902,1.4983043670654297,1.6667200326919556
1.7440286874771118,1.794605016708374,1.8161864280700684,1.3556568622589111,1.2222685813903809,1.3564324378967285,1.4904898405075073,1.6098999977111816,1.7235221862792969,1.7575370073318481,1.7835227251052856,1.3120672702789307,1.1648495197296143,1.2921781539916992,1.4338937997817993,1.5720994472503662,1.7451653480529785,1.7855271100997925,1.7855380773544312,1.309072732925415,1.164463996887207,1.3068742752075195,1.4620959758758545,1.6033883094787598
1.5342161655426025,1.7014456987380981,1.7400699853897095,1.1067336797714233,0.993536651134491,1.0906550884246826,1.1907025575637817,1.3006842136383057,1.4512897729873657,1.7089765071868896,1.7456547021865845,1.1309410333633423,1.0175861120224,1.1322816610336304,1.2521837949752808,1.4174407720565796,1.5617859363555908,1.7332842350006104,1.7552140951156616,1.163844347000122,1.0405104160308838,1.122851848602295,1.243422269821167,1.396819829940796
1.7694493532180786,1.7984447479248047,1.8107424974441528,1.3083186149597168,1.1755033731460571,1.3114688396453857,1.44176185131073,1.5874741077423096,1.7417516708374023,1.812132477760315,1.8171395063400269,1.3171154260635376,1.185631513595581,1.3252220153808594,1.482377529144287,1.6545240879058838,1.7967368364334106,1.822869896888733,1.8104313611984253,1.3312417268753052,1.1946619749069214,1.3209967613220215,1.4793100357055664,1.6404831409454346
1.6167926788330078,1.754783034324646,1.7883849143981934,1.3112168312072754,1.1835137605667114,1.3103322982788086,1.4059879779815674,1.5190342664718628,1.5773693323135376,1.7339363098144531,1.7556116580963135,1.1733499765396118,1.0685498714447021,1.176364541053772,1.2921595573425293,1.448847770690918,1.6094422340393066,1.7385505437850952,1.7612289190292358,1.205263376235962,1.0972062349319458,1.198353886604309,1.3437893390655518,1.4760972261428833
1.3492358922958374,1.6946405172348022,1.754612684249878,1.1761541366577148,1.0761792659759521,1.1468474864959717,1.1752980947494507,1.2016490697860718,1.5218585729599,1.7899006605148315,1.7622833251953125,1.1148678064346313,0.9385539293289185,1.0113093852996826,1.1834115982055664,1.5680568218231201,1.8348561525344849,1.8257391452789307,1.8319389820098877,1.3885139226913452,1.228492021560669,1.1376657485961914,1.300317645072937,1.3088082075119019
1.7378571033477783,1.8135462999343872,1.8146699666976929,1.3482720851898193,1.2159470319747925,1.3489418029785156,1.481813669204712,1.5913891792297363,1.7052490711212158,1.7562388181686401,1.7944728136062622,1.3129668235778809,1.1599042415618896,1.2699142694473267,1.402358889579773,1.568549633026123,1.736407995223999,1.7534852027893066,1.7932765483856201,1.3131026029586792,1.1648778915405273,1.2940850257873535,1.4456714391708374,1.5914920568466187
1.6213510036468506,1.7514488697052002,1.8176988363265991,1.3203837871551514,1.1898020505905151,1.3133262395858765,1.384475588798523,1.4513187408447266,1.7575773000717163,1.8181253671646118,1.8192039728164673,1.3077527284622192,1.160735011100769,1.2329752445220947,1.412988543510437,1.689267635345459,1.8320753574371338,1.846103549003601,1.8457391262054443,1.433544635772705,1.274504542350769,1.3051931858062744,1.4810736179351807,1.5606999397277832
1.5924205780029297,1.745711088180542,1.7794482707977295,1.3099664449691772,1.175144910812378,1.295992374420166,1.40482759475708,1.4895018339157104,1.5483168363571167,1.7252707481384277,1.7552708387374878,1.154440999031067,1.0425407886505127,1.1516319513320923,1.2694765329360962,1.4222785234451294,1.5846035480499268,1.7340034246444702,1.7549835443496704,1.1678063869476318,1.0679068565368652,1.1830495595932007,1.3246229887008667,1.4506549835205078
1.6347492933273315,1.7505710124969482,1.797739028930664,1.317489743232727,1.1890885829925537,1.3137686252593994,1.4186984300613403,1.5367827415466309,1.594722032546997,1.7371208667755127,1.761130452156067,1.2058619260787964,1.0884538888931274,1.1889218091964722,1.3093786239624023,1.466334342956543,1.6272187232971191,1.7405930757522583,1.7682814598083496,1.2390305995941162,1.111941933631897,1.2194479703903198,1.3655381202697754,1.4795734882354736
