,0 hour,1 hour,2 hour,3 hour,4 hour,5 hour,6 hour,7 hour,8 hour,9 hour,10 hour,11 hour,12 hour,13 hour,14 hour,15 hour,16 hour,17 hour,18 hour,19 hour,20 hour,21 hour,22 hour,23 hour
mean,1.0585714285714287,1.1223809523809527,1.1414285714285715,1.1180952380952383,1.108095238095238,1.099047619047619,1.0595238095238093,1.044761904761905,1.0419047619047621,1.014761904761905,0.9852380952380951,0.9571428571428572,0.9261904761904761,0.9061904761904761,0.8995238095238095,0.8857142857142858,0.8976190476190476,0.9123809523809524,0.9404761904761907,0.9942857142857142,1.012857142857143,0.9742857142857143,0.9428571428571427,0.96
std,0.05275279274936203,0.06163641471603953,0.06951875389315561,0.06660473313654572,0.0713876073012009,0.0836005240357237,0.08783371735707139,0.06329447429428953,0.0704002164498837,0.0659256435402073,0.06021785844905542,0.06634326319550894,0.05860684179139756,0.057833916560802834,0.06367701237308411,0.04985693819032899,0.05726296900307927,0.07381766468161682,0.07228251451604258,0.07399806947288753,0.10005712653993504,0.10057690731830189,0.09252798804377284,0.0753657747256671
