12 hour
1.7466723
1.2447375
1.1997306
1.2443047
1.345683
1.5504633
1.1825385
1.6314415
1.8218325
1.7678434
1.8053697
1.801506
1.8030881
1.794378
1.7944385
1.8136448
1.7704115
1.7419049
1.799103
1.7691678
1.8198521
1.7822438
1.8238599
1.7999412
1.8113501
1.7639322
1.3126795
1.7602001
1.4056156
1.7459823
1.5725291
1.7008078
1.4325732
1.7926517
1.4025763
1.7983421
1.3357029
1.5864098
1.6521949
1.6265757
1.3393111
1.7491522
1.7330606
1.733992
1.5249232
1.8076925
1.4782587
1.7764182
1.4731263
1.7712954
1.5414101
1.6490887
1.4235748
1.5503856
1.6649855
1.4504484
1.7615405
1.3635824
1.6423911
1.7250373
