Date,Average Flow,Average Temperature,Average Flow Scaled,Cluster,Cluster_0_Prob,Cluster_1_Prob,Cluster_2_Prob,Cluster_3_Prob,Cluster Name,Average Temperature (K),k
2024-02-11,40.82,2.69,-0.7437097203876615,3,0.0805324447702694,0.0011535351666688,1.1842064951020382e-31,0.9183140200630618,Low,275.84,1.073
2024-02-12,41.53,3.1,-0.7402972492804034,3,0.0842028479048977,0.0011879018430648,1.4132833253381486e-31,0.9146092502520372,Low,276.25,1.11
2024-02-13,48.53,3.29,-0.70665316794124,3,0.1848001402489063,0.0022868412289777,1.1545246902914084e-30,0.8129130185221157,Low,276.44,1.127
2024-02-14,36.97,2.81,-0.7622139651242014,3,0.0717210642218719,0.0011225352545238,5.164663848116659e-32,0.9271564005236044,Low,275.96,1.084
2024-02-15,38.86,2.39,-0.7531300631626272,3,0.0739121619642842,0.0011061368153978,7.551252879840828e-32,0.924981701220318,Low,275.54,1.047
2024-02-16,39.13,1.74,-0.7518323628824024,3,0.0745457243298408,0.0011087263406317,8.007092278403626e-32,0.9243455493295276,Low,274.89,0.993
2024-02-17,44.12,2.47,-0.7278489391849129,3,0.1050565001331769,0.00140630166864,2.8614303729953084e-31,0.8935371981981829,Low,275.62,1.054
2024-02-18,27.81,1.75,-0.806239648705164,3,0.1275166363355085,0.0025694230321872,1.718070599022428e-32,0.8699139406323041,Low,274.9,0.993
2024-02-19,45.21,2.16,-0.7226100750906718,3,0.1183697636340369,0.0015520725407648,3.955643930001361e-31,0.8800781638251983,Low,275.31,1.028
2024-02-20,34.44,2.62,-0.7743738973796419,3,0.0747355094204072,0.0012469002365913,3.376703142376938e-32,0.9240175903430016,Low,275.77,1.067
2024-02-21,45.21,3.57,-0.7226100750906718,3,0.1183697636340369,0.0015520725407648,3.955643930001361e-31,0.8800781638251983,Low,276.72,1.153
2024-02-22,33.42,3.11,-0.7792763206604914,3,0.078004772062206,0.0013371038160903,2.9226205440789086e-32,0.9206581241217036,Low,276.26,1.111
2024-02-23,43.44,3.66,-0.731117221372146,3,0.0982694802548205,0.0013330985223884,2.3565110111086803e-31,0.9003974212227912,Low,276.81,1.162
2024-02-24,40.81,3.0,-0.7437577833610031,3,0.0804859928874457,0.0011531197265188,1.1813221718338306e-31,0.9183608873860354,Low,276.15,1.101
2024-02-25,46.35,3.78,-0.7171308961297224,3,0.1361597261404875,0.0017486795650123,5.637986927206397e-31,0.8620915942945001,Low,276.93,1.173
